frequency,monetary,avg_order_value,total_interactions,interaction_types_count,engagement_segment,engaged_not_purchased,purchase_frequency_rate,interaction_purchase_ratio,customer_segment,location,acquisition_channel,age,gender,is_churned,will_purchase
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,45,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,52,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,55,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,ads,37,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,referral,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,37,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,19,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,18,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,36,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,19,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,32,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,22,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,23,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,20,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,37,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,48,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,56,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,referral,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,26,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,28,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,41,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,21,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,40,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,35,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,47,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,organic,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,organic,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,38,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,referral,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,39,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,20,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,53,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,29,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,32,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,32,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,referral,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,21,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,47,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,42,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,referral,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,referral,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,49,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,organic,42,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,50,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,55,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,47,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,55,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,31,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,44,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,37,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,19,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,41,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,34,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,referral,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,organic,30,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,36,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,61,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,38,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,referral,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,44,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,30,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,48,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,35,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,29,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,27,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,referral,27,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,29,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,referral,19,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,45,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,30,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,referral,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,21,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,46,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,46,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,43,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,34,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,29,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,referral,21,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,55,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,48,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,referral,22,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,41,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,19,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,59,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,36,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,50,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,51,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,55,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,43,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,45,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,54,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,31,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,40,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,46,male,0,0
